outlet,bias,headline,summary,ground_news_interest_url
HuffPost,Left,Rep. Ilhan Omar Drops the Mic On Her Attacker,Rep. Ilhan Omar (D-Minn.) was ready to throw hands after being attacked at a recent press conference.,https://ground.news/interest/huffpost
Comic Sands,Left,Trump Slammed After Suggesting Democratic Rep. Ilhan Omar Staged Syringe Attack,"President Donald Trump was criticized after he suggested that Minnesota Democratic Representative Ilhan Omar ""probably had herself sprayed"" during a town hall meeting in Minneapolis on Tuesday after a man was tackled and arrested after spraying the lawmaker with apple cider vinegar during a town hall. Anthony Kazmierczak, the man arrested in connection with the attack, has been charged in federal court with forcibly assaulting, opposing, impeding, and threatening the President.",https://ground.news/interest/comic-sands
Raw Story,Left,Trump Admin Received Sharp Rebuttal as Judge Terminates High-Profile Deportation Case,"An immigration judge has axed the Trump administration's deportation case against Mohsen Mahdawi, a Columbia University graduate student and pro-Palestinian activist, marking another major legal blow to the government's crackdown on college campus demonstrators in recent weeks.",https://ground.news/interest/raw-story
alabamareflector.com,Left,House Democrats Push for Kristi Noem's Impeachment Over Fatal Immigration Shooting,House Democrats are calling for the impeachment of U.S. Secretary of Homeland Security Kristi Noem following a fatal shooting of an American citizen by federal immigration officers in Minneapolis.,https://ground.news/interest/alabamareflectorcom
Bossip,Left,"ICE Taking Heat: Press Secretary Karoline Leavitt Dodges Question About Alex Pretti Slander, Border Patrol Chief Greg Bovino Removed","Source: Probal Rashid / Getty Alex Pretti’s public execution, defined as “a putting to death especially as a legal penalty” by Merriam-Webster, has fueled the fire ignited by Renee Nicole Good’s murder by ICE agents three weeks ago. Minneapolis, Minnesota, is a hotbed of righteous indignation, and the city’s 3,000 ICE agents and DHS officers face mounting public outrage.",https://ground.news/interest/bossip
Meduza,Left,Sparkasse Bank Robbery in Helzenkirchen: Criminals Steal Tens of Millions of Euros from Helzenkirchen Branch,"On Christmas weekend, criminals robbed the Sparkasse Bank in Helzenkirchen, North Rhine-Westphalia, stealing money and valuables worth tens of millions of euros. The incident was reported to Associated Press and Deutsche Welle.",https://ground.news/interest/meduza
Raw Story,Left,'Non-negotiable' Trump Fed chair pick draws instant pushback from GOP senator,President Donald Trump confirmed Kevin Warsh as his pick early Friday morning to replace Federal Reserve Chair Jerome Powell – who his administration has targeted with a criminal probe – but was immediately hit with fierce pushback from one GOP senator who vowed to block Warsh’s confirmation.,https://ground.news/interest/raw-story
thecradle.co,Left,'Pathetic': Norwegians react after Nobel laureate Machado gifts peace prize to Trump,The far-right Venezuelan political figure thanked Trump for bombing her country and abducting President Nicolas Maduro 1 month ago,https://ground.news/interest/thecradleco
The Canary,Left,"Nobel Peace Prize humiliates Trump, Machado over prize 'transfer'","The Nobel Peace Prize organisation has delivered a humiliating put-down to Donald Trump, and to the US and Israel’s right-wing Venezuelan puppet Maria Machado, after Machado tried to transfer her award to Trump. Trump had given Machado the cold shoulder after the recent US abduction of Venezuela’s elected president Nicolas Maduro and his wife. Insiders said Trump was jealous after the prize went to Machado. Warmonger Machado’s win was just as ridiculous as the prize itself.",https://ground.news/interest/the-canary
Truthout,Left,"Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump sues IRS and Treasury for $10 billion over tax return leak, claiming weaponization of taxpayer privacy laws for himself.",https://ground.news/interest/truthout
Common Dreams,Left,"'Disgusting Act of Corruption': Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","""Trump's Treasury Department is using taxpayer privacy laws to send individual tax records to his anti-immigrant allies at ICE, while Trump himself is using the IRS to sue for $10 billion over a tax return leak.""",https://ground.news/interest/common-dreams
HuffPost,Left,Tim Walz Details 'Strange' Comparison Trump Made In Their Phone Call,The Minnesota governor's chat with the president took an unexpected turn.,https://ground.news/interest/huffpost
UNICORN RIOT,Left,ICE in Minnesota – Days 51-56: Bovino Removed After Pretti Killing; Noise Demo Drives Out Agents; 'ICE Out' Day of Action in Twin Cities,"",https://ground.news/interest/unicorn-riot
World Socialist Web Site,Left,"Amid New York City nurses strike, Long Island Railroad unions again prevent walkout with appeal to Trump","This is a repeat of the bureaucrats' action last September, when they blocked a strike by calling on Trump to appoint a Presidential Emergency Board (PEB), whose findings were rejected by management.",https://ground.news/interest/world-socialist-web-site
factkeepers.com,Left,Proof and Truth and Lies,"Republished with permission from Lucian K. Truscott IV Buckle up. There is more, and it is worse than you think. Donald Trump, as he does almost daily, had reporters in the Oval Office today and answered a question saying “there’s nothing on me” in the Epstein files and claimed that “they found that Jeffrey Epstein and a sleazebag writer named Michael Wolff were conspiring against Donald Trump to lose the election.” Elsewhere, it emerged that in…",https://ground.news/interest/factkeeperscom
Jezebel,Left,Maybe It Is Possible to Be Too Visibly a Nazi for the Trump Administration?,"Less than 24 hours ago, as I wrote about President Donald Trump’s evolving stance on the Border Patrol execution of American citizen Alex Pretti in Minneapolis, I said the following: The most absurd potential outcome of the last 48 hours, but not completely impossible, would be Trump pulling an abrupt about-face to actually condemn the shooting of Pretti and align himself more with public opinion, in the process throwing the likes of Gregory Bov…",https://ground.news/interest/jezebel
scheerpost.com,Left,Trump’s IRS Leak Suit Reveals Government’s Weakness in Protecting Personal Data,"President Donald Trump has filed a $10 billion lawsuit against the IRS and the Treasury Department, accusing federal agencies of failing to prevent the leak of his tax information to major news outlets between 2018 and 2020. The suit, filed in federal court in Florida, names Trump’s sons Eric Trump and Donald Trump Jr. as defendants.",https://ground.news/interest/scheerpostcom
Liner.hu,Left,"Devastating Winter Storm Leaves 230,000 in Texas Without Power","A severe winter storm has left over 4,000 flights grounded and 230,000 people in Texas without power, with more than 200,000 customers in neighboring states also affected.",https://ground.news/interest/linerhu
CartaCapital,Left,EU to Investigate Chatbot Grok for Violating Digital Services Act with Sexually Explicit AI-Generated Images,"",https://ground.news/interest/cartacapitalcombr
Alternet,Left,Canada's New Arrangement with China Stuns as Trump Drives Biggest Ally into Arms of Foe,"For years, Canada and the United States enjoyed a mutually beneficial relationship. Canadian visitors spent money in Seattle and Boston; U.S tourists patronized businesses in Montreal, Toronto, and Vancouver. And Americans in real estate spent a lot of money on the building and construction materials imported from Canada. But during U.S. President Donald Trump's nonconsecutive second term, his policies have been a persistent source of frustration for Canada. Trump's policies have led Canada to form a new arrangement with China, which has been a source of concern for the United States.",https://ground.news/interest/alternet
Salon,Left,Government shutdown nears as Senate Republicans block budget bill,"With Democrats opposing the funding of DHS, the government is on the verge of another shutdown.",https://ground.news/interest/salon
